"Product.Key","Product.VLongDescription"
2896,"12L Rnd Step Can-Blk(alt lid) 12L Rnd Step Can-Blk(alt lid) Dimensions: 15""H x 9.75"" Diameter  Reference Vendor Black black lid  PP + low carbon steel powder coated  Removable inner bucket with chrome handle  Chrome carrying handle on backside of can  Thickness: 0.3mm  Product size (with pedal): 31cm L x 25cm W x 39cmH  4 color belly band - must be held securely around diameter of can / polybag / plain brown carton  2 pcs/master carton    Lid from 3L can  UPC:  847539052519  GTIN:  2 0847539 05251 3    Packaged Specs  Net Weight - 7.6 lbs  Per Box - Quantity = 2  Gross Weight = 10.1 lbs  Carton Size = 55.5 X 28 X 40.5 cm   trash can Trash Cans Step Trash Cans Black  C"
2900,"Under bed Strg Box-Royal Blue Under bed Strg Box-Royal Blue Under bed storage bag   Must be Blue pantone 2728C Royal Blue  To be packed in a poly peggable package with full color label  Bag measures approx 42""W x 18""D x 8"" H  100gspm non-woven PP material with clear vinyl top and full zipper on 3 sides  Soft-Sided Storage  Blue  "
2904,"20 Pocket Hng Org-Royal Blue 20 Pocket Hng Org-Royal Blue Over the door 20 pocket hanging shoe organizer  Must be blue pantone 2728C Royal Blue  Dimensions: 17-1/2""W x 2""D x 53"" H Constructed of 100gpsm non-woven PP material  Hanging over the door organizer includes 3 grommets in the top and 3 metal hooks allowing hanging over all doors  Must be in peggable poly packaging with reinforced peg hold with metal eye and full color inset.  Soft-Sided Storage  Blue  "
2905,"20 Pocket Hng Org-Purple 20 Pocket Hng Org-Purple Over the door 20 pocket hanging shoe organizer  Dimensions: 17-1/2""W x 2""D x 53"" H Constructed of 100gpsm non-woven PP material  Hanging over the door organizer includes 3 grommets in the top and 3 metal hooks allowing hanging over all doors  Must be in peggable poly packaging with reinforced peg hold with metal eye and full color inset.  Soft-Sided Storage  Purple  "
2906,"10 Shelf Hng Org-Royal Blue 10 Shelf Hng Org-Royal Blue 10 Shelf hanging closet shoe organizer  Must be blue pantone 2728C Royal Blue  Dimensions: 6""W x 12"" D x 47"" H  Constructed of 100gpsm non-woven PP material.  Each top shelf and top of oranizer to have full length  6""x12"" cardboard inser.  Each cardboard inset to weight approx 3.17oz and be .075"" thick.  Hanging organizer includes strap constructed of same 100gpsm weight material in matching pantone that is riveted to the top of organizer and measures approx 4-1/8""W x 9.5""L with approx 2-1/8 strip of hook and loop closure system on each end allowing the organizer to hang from a closet pole.    Must be in peggable poly packaging with reinforced peg holes with metal eye and full color insert  6Pcs in a brown inner box.  24PCS/per CTN.inner box is brown paper corrugated cardboard 3 layers    Pantone: Blue 7691C  Soft-Sided Storage  Blue  "
2907,"10 Shelf Hng Org-Purple 10 Shelf Hng Org-Purple   Soft-Sided Storage  Purple  "
2908,"6 Shelf Hng Org-Royal Blue 6 Shelf Hng Org-Royal Blue 6 shelf hanging closet organizer  Must be blue pantone 2728C Royal Blue  Approx size 12""W x 12"" D x 47""H  Constructed of 100gspm on-woven PP material.    Each shelf and top organizer to have full length (12""x12"") cardboard insert  Each cardboard insert to weigh approx 3.17oz and be .075"" thick.  Hanging organizer includes strap constructed of same 100gpsm weight material in matching pantone that is riveted to the top of organizer and measures approx 4-1/8""W x 9.5""L with approx 2-1/8 strop of hook and loop closuer system on each end allowing the organizer to hang from a closet pole  Must be packaged in peggable vinyl package with reinforced peg hole with metal eye with full color insert  Soft-Sided Storage  Blue  "
2909,"6 Shelf Hng Org-Purple 6 Shelf Hng Org-Purple 6 shelf hanging closet organizer  Approx size 12""W x 12"" D x 47""H  Constructed of 100gspm on-woven PP material.    Each shelf and top organizer to have full length (12""x12"") cardboard insert  Each cardboard insert to weigh approx 3.17oz and be .075"" thick.  Hanging organizer includes strap constructed of same 100gpsm weight material in matching pantone that is riveted to the top of organizer and measures approx 4-1/8""W x 9.5""L with approx 2-1/8 strop of hook and loop closuer system on each end allowing the organizer to hang from a closet pole  Must be packaged in peggable vinyl package with reinforced peg hole with metal eye with full color insert  Soft-Sided Storage  Purple  "
2911,"Under bed Strg Box-Purple Under bed Strg Box-Purple Under bed storage bag   To be packed in a poly peggable package with full color label  Bag measures approx 42""W x 18""D x 8"" H  100gspm non-woven PP material with clear vinyl top and full zipper on 3 sides  Soft-Sided Storage  Purple  "
2912,"3 Drawer Rolling Cart - Blk Fabric drawer cart on wheels Overall Product Dimensions- 11.5""L x 16.125""W x 35.5""H Product Weight -7.39lbs Material of Drawers - 60g black non-woven double stitched binding - 60g black non-woven 1.8mm grey cardboard for drawer 3.0mm grey cardboard for top dimensions for top 26cm x 38cm (must sit flat on top shelf) Dimensions per drawer - 10.875""L x 14.875""W x 8.325""H Weight Capacity per drawer - 10lbs each drawer must be stable/level to the frame Plastic handle - white Dimensions of drawer handle opening - 0.37""L 4.25""W x 1.875""H Material of frame - steel with silver powder coat vertical tubes A: Φ15.9*0.5mm vertical tubes B: Φ15.9*0.35mm horizontal tubes: Φ12.7*0.35mm4 black 40mm plastic casters - two locking/two non-locking  Shipping Carton: Double wall corrugate c-flute 3.55mm thickness    4pcs per master carton    3 Drawer Cart (Thinner Option)  ① Cover: 60G black non-woven  ② Binding: 60G black non-woven  ③ 1.8mm grey cardboard (For drawer)  ④ 3.0mm grey cardboard (For top)  ⑤ Metal grommet  ⑥ Metal steel frame with powder coating +  40mm casters  Vertical tubes A: Φ15.9*0.5mm  Vertical tubes B: Φ15.9*0.35mm  Horizontal tubes: Φ12.7*0.35mm 3 drawer cart Laundry Carts and Carts    D"
2913,"Small Storage Bin-Hemlock Grn Small Storage Bin-Hemlock Grn Small size storage bin:  Size: 25(20)X33(27.5)X19.2CM   Product Weight: 0.80 lbs      Material: 600D Polyester in solid color solid color 75g non-woven inside  Pantone: 15-6114 Hemlock Green  Liner: 75g PP non woven.  Insert: 2.5mm cardboard.  Handles: metal handle  Packing: 1pc+ hangtag polybag  8 pcs/master carton   nesting tote Soft-Sided Storage  Light/Pastel Green  "
2914,"Medium Storage Bin-Hemlock Grn Medium Storage Bin-Hemlock Grn Product Dimensions: 15.75 x 13 x 10.80   Product Weight: 1.80 lbs    Material: 600D Polyester in solid color solid color 75g non-woven inside  Pantone: 15-6114 Hemlock Green  Liner: 75g PP non woven.  Insert: 2.5mm cardboard.  Handle: metal handle  Packing: 1pc+ hangtag polybag  8 pcs/master carton  Medium storage bin nesting tote Soft-Sided Storage  Light/Pastel Green  "
2915,"Mesh Laundry Bag-BlueWhite Mesh Laundry Bag-BlueWhiteQP Product Dimensions: 25 in L x 0.1 in W x 36 in H /63.5 cm L x .3 cm W x 91.4 cm H lbs/kgs  Color: white / blue  Materials of Construction: nylon mesh   Component Materials Dimensions Weights:    Home Depot QP Requirements:  3 trays - 10.5"" W x 10.5"" D x 10"" H per tray w/ 12"" header  10"" base on QP  Overall height of QP = 52""  Each tray to have 20 laundry bags - 10 of LBG-01142 (white) and 10 of LBG-01161 Mesh Laundry Bag-Blu Laundry Bag    "
2916,"Med Mesh Pop-Open Hmp-Bk in QP Med Mesh Pop-Open Hmp-Bk in QP Product Size: 14 in L x 14 in W x 19 in H (35.6 cm L x 35.6 cm W x 48.3 cm H) 1.75lbs/0.79kgs each. Black mesh spiral wire .4mm 2 material handles  Packaging: 1pc/Clear reinforced peggable PVC bag 0.02mm (41.9 cm L x 41.9 cm W x 5.1 cm H without header with header 48.2x5.1x48.2cm) with Color J-card. UPC 811434011292    In Home Depot QP:  2 trays inside QP: 17"" W x 24"" D x 18"" H  11 hampers per tray  4"" base on QP  Overall height of QP = 52"" (with 12"" header)    Requirements: rubber tips on ends of wire double stitched top and bottom channels sewn in warning label and heat sealed PVC bag   hamper Hamper    B"
2917,"Coffee Pod Drawer Holder Aldi Coffee pod drawer holder Aldi Material/Finish	    Wire4.5+3.0+2.5mm;Mesh:3*4*0.5T mm;Metal board:0.6T mm;/Powder coat  Black EVA liner:1.0T mm  Foam has texture based on sample submitted April 2014.  	  5 pieces per PDQ;  display case has 2c printing     Aldi SKU 45877  Aldi UPC = 041498210045 drawer holder Kitchen Storage/Organization    C"
2919,"Flocked Suit 80g-20pk blk/gray hanger with shoulder notches 9.5x17.75""x .25"" (27.75x45.5cm)   20pk velvet touch suit hanger with shoulder notches and accessory bar  80g hangers  Packaged in a color box (Easy Home Branding)   6 sets per display tray  3 sets black  3 sets gray    Materials: plastic;nylon;metal hook(steel)    UPC:  TBD (Aldi to provide)      Materials: plastic;nylon;metal hook(steel) velvet suit hanger Hangers    C"
2921,"Base piece - steel Replacement part base support GAR-03538 includes 2 steel base pieces  Part Info: steel base piece 16.9 in L x 1.25in Diameter  Master Carton: 25 pcs. with GTIN label garment rack part Parts- miscellaneous    "
2922,"Base piece long - steel Replacement part base support GAR-03538 includes 1 Base piece long - steel  Part Info: steel base piece 27.56 in L x 1in Diameter  Master Carton: 25 pcs. with GTIN label garment rack part Parts- miscellaneous    "
2923,"Woven seagrass basket w/handle Woven seagrass basket w/handle Seagrass basket      L: 11.5 in x W: 10.6 in x H: 10.6 in    Steel support : 4.4 mm  Seagrass  Square foldable basket with separate bottom piece  Cut-outs: 1.75 in x 1.75 in  Square cut-outs should be on the W: 10.6 in side       Basket with bottom; came flat packed with clear zip ties        Viet Nam:  $2.90 seagrass Storage  Natural  "
2924,"Water Hyacinth woven basket Water Hyacinth woven basket Product:   L: 11.5 in x W: 10.6 in x H: 10.6 in    Steel support : 4.4 mm  Water Hyacinth: 6.5 mm  Wrapped handles: 9.5 mm (leaf wrapped around wire)  Handles: W: 3.75 in x H: 2 in  Handles should be on the W: 10.6 in side    Square foldable basket with separate bottom piece  Packaged flat with clear zip ties          Viet Nam:  $2.90 banana Storage  Natural  "
2925,"Water Hyacinth & Segrass PDQ Water hyacinth & seagrass Product:   L: 10.6 in x W: 11.5 in x H: 10.6 in    PDQ with 3 pieces of each:  STO-05265 Seagrass Woven Basket  STO-05266 Water Hyacinth Woven Basket    Steel support : 4.4 mm    Wrapped handles: 9.5 mm (leaf wrapped around wire)  Handles: W: 3.75 in x H: 2 in  Handles should be on the W: 10.6 in side    Square foldable basket with separate bottom piece  Packaged flat with clear zip ties  White PDQ     Viet Nam:  Storage    "
2926,"Upper horizontal bar - steel Replacement part hanging bar GAR-03538 includes 1 Upper horizontal hanging bar - steel  Part Info: steel piece 31.69 in L x 1in Diameter  Master Carton: 25 pcs. with GTIN label garment rack part Parts- miscellaneous    "
2927,"4pk bottom end caps - plastic Replacement part bottom ends GAR-03538 includes 4 bottom end caps - plastic  Part Info: plastic G on instruction sheet  Master Carton: 25 pcs. with GTIN label garment rack part Parts- miscellaneous    "
2928,"2pk bottom connector - plastic Replacement part connectors GAR-03538 includes 2  bottom connectors - plastic  Part Info: plastic H on instruction sheet  Master Carton: 25 pcs. with GTIN label garment rack part Parts- miscellaneous    "
2929,"2pk top connector - plastic Replacement part connectors GAR-03538 includes 2 top connectors - plastic  Part Info: plastic I on instruction sheet  Master Carton: 25 pcs. with GTIN label garment rack part Parts- miscellaneous    "
2930,"4pk casters 2-lock - plastic Replacement parts GAR-03538 includes 4 casters / 2-locking - plastic  Part Info: plastic J (2-locking) and K (non-locking) on instruction sheet. Part bag of wheels and wrench.  Master Carton: 25 pcs. with GTIN label garment rack part Parts- miscellaneous    "
2931,"2pk adjustment piece - plastic Replacement parts GAR-03538 includes 2 adjustment pieces - plastic  Part Info: plastic N on instruction sheet. Part bag of 2 adjustment pieces.  Master Carton: 25 pcs. with GTIN label garment rack part Parts- miscellaneous    "
2933,"woven felt hamper gray hamper HAMPER:      Dia: 16 in x H: 23 in  2 lbs  The felt has a 5mm thickness and the woven pieces are alternating 6.75 cm Wide and 7.1 cm Tall  Dark grey felt    -handwoven  -available in various sizes  -wipe clean  -imported  -lightweight storage solution  -soft and sturdy hamper Hamper  Grey  "
2934,"woven felt bin XL gray 16.15 in L x 19.7 in W x 12.6 X LARGE TOTE:         W: 16.15 in x L: 19.7 in x H: 12.6 in  1.75 lbs  The felt has a 5mm thickness and the woven pieces are 6.4 cm Wide and 8.8 cm Tall  folded for packaging  dark grey felt bin and basket Storage Bins and Baskets Grey  "
2935,"woven felt bin L gray 14.5 in L x 18 in W x 11 in H LARGE TOTE:        W: 14.5 in x L: 18 in x H: 11 in  1.5 lbs  The felt has a 5mm thickness and the woven pieces are  are 5.1 cm Wide and 7 cm Tall  folded for packaging  dark grey felt     bin and basket Storage Bins and Baskets Grey  "
2936,"woven felt bin M gray 12 in L x 16.5 in W x 9.65 in MEDIUM TOTE:         W: 12 in x L: 16.5 in x H: 9.65 in  1.25 lbs  The felt has a 5mm thickness and the woven pieces are 5.2 cm Wide and 5.9 cm Tall  folded for packaging  dark grey felt bin and basket Storage Bins and Baskets Grey  "
2937,"woven felt bin S gray 10.6 in L x 14.35 in W x 8.25 SMALL TOTE:        W: 10.6 in x L: 14.35 in x H: 8.25 in  1lbs  The felt has a 5mm thickness and the woven pieces are 4.5 cm wide and 5 cm H  folded for packaging  dark grey felt bin and basket Storage Bins and Baskets Grey  "
2938,"8' Retractable Clothesline2pk Chrome 8 Foot Retractable clothesline braided nylon automatically retracts with wall clip. 8.5 oz  Material: Stainless steel   RETRACTABLE COTHES LINE  Size : 3.625X3.625 EXTEND TO 102""                                                                                                                            STAINLESS MATERIAL                              CLOTHLINE MAX EXTEND TO 102 INCHES clothesline Drying Racks    B"
2940,"OTD Hanging Rod White OTD Closet Rod-powder Over the door closet rod  weight: 1 lb 13.2 oz    Packaging: peggable color box H(18.1 in) x L(1.25 in) x W(10.8 in)           all pieces in plastic sleeve1           hanging piece: 1.25 additional height with two cutouts on opposite sides           2mm thick cardboard/ empty weight of box: 6.3 oz    Hanging Rod: includes two push buttons          L(17.125 in) x (0.88 in) dia          0.85 mm thickness           weight: 5.4 oz         Push Buttons              0.2 in from edges    (stuck out 9.8mm x 0.91mm dia)    Vertical supports: L(9.875 in) x W (9.975 in)           weight: 8.45 oz           Flat door rod: H (9.875 in) x W(.87 in) x thickness(1.77 mm)                 two holes for screws at 4.5mm dia           Horizontal tubing: L(9.875 in including cylinder cap) x (19.1 mm dia)                 cylinder cap: L(1.05 in) x (dia 26mm) x 1.05 mm thickness                  two holes for push buttons (10.6 mm dia)          Vertical tubing: L(12.5 in including cylinder cap) x (19.5 mm dia)    NewSanQiao Home Products  color box  2.55      Hangers  White  "
2941,"OTD Hanging Bar Chrome Over the door closet rod Over the door closet rod  weight: 1 lb 13.2 oz    Product Dimensions: 17.5"" L x 10.0"" W x 10.0"" H ( 44.45 cm L x 25.4 cm W x  25.4 cm H)    Packaging: peggable color box H(18.1 in) x L(1.25 in) x W(10.8 in)           all pieces in plastic sleeve1           hanging piece: 1.25 additional height with two cutouts on opposite sides           2mm thick cardboard/ empty weight of box: 6.3 oz    Hanging Rod: includes two push buttons          L(17.125 in) x (0.88 in) dia          0.85 mm thickness           weight: 5.4 oz         Push Buttons              0.2 in from edges    (stuck out 9.8mm x 0.91mm dia)    Vertical supports: L(9.875 in) x W (9.975 in)           weight: 8.45 oz           Flat door rod: H (9.875 in) x W(.87 in) x thickness(1.77 mm)                 two holes for screws at 4.5mm dia           Horizontal tubing: L(9.875 in including cylinder cap) x (19.1 mm dia)                 cylinder cap: L(1.05 in) x (dia 26mm) x 1.05 mm thickness                  two holes for push buttons (10.6 mm dia)          Vertical tubing: L(12.5 in including cylinder cap) x (19.5 mm dia)    NewSanQiao Home Products  color box  2.55     Closet Rod Hangers Steel hangers of any sort Chrome plated steel  "
2942,"OTD 6 hook rack chrome over the door hooks dimensions: 19.5 in L x 2 in W x 11 in H /49.5 cm L x 5.1 cm W x 27.9 cm H  6 chrome double hooks no hardware needed space saving design steel construction hanger Hangers Steel hangers of any sort Chrome plated steel  "
2944,"padded storage cube blue storage ottoman  kids Storage Ottomans Blue  "
